type,title,director,cast,country,rating,listed_in,release_year,day,month,year,kcluster
tv show,king of boys: the return of the king,kemi adetiba,"sola sobowale, toni tones, richard mofe-damijo, efa iwara, titi kuti, tobechukwu ""illbliss"" ejiofor, remilekun ""reminisce"" safaru, charles  ""charly boy"" oputa, nse ikpe-etim, keppy ekpenyong bassey, bimbo manuel, akin lewis, lord frank, osas ighodaro, taiwo ajai-lycett, paul sambo",nigeria,tv-ma,"crime tv shows, international tv shows, tv dramas",2021,27,8,2021,4
movie,koi aap sa,partho mitra,"aftab shivdasani, natassha, dipannita sharma, himanshu mallik, vaidya advai, pushy anand, shama deshpande, rajendra gupta",india,tv-14,"comedies, dramas, international movies",2006,27,8,2021,4
movie,krishna cottage,santram varma,"sohail khan, isha koppikar, natassha, rati agnihotri, vrajesh hirjee, divya palat, hiten tejwani, rajendranath zutshi",india,tv-14,"action & adventure, horror movies, international movies",2004,27,8,2021,4
movie,kucch to hai,"anil v. kumar, anurag basu","tusshar kapoor, esha deol, natassha, vrajesh hirjee, kusumit sana, rishi kapoor, moon moon sen, johny lever, ashay chitre, jeetendra",india,tv-14,"dramas, international movies, thrillers",2003,27,8,2021,4
movie,kyaa kool hai hum,sangeeth sivan,"tusshar kapoor, riteish deshmukh, isha koppikar, neha dhupia, anupam kher, jay sean",india,tv-ma,"comedies, international movies, music & musicals",2005,27,8,2021,4
movie,kyaa kool hain hum 3,umesh ghadge,"tusshar kapoor, aftab shivdasani, krishna abhishek, mandana karimi, shakti kapoor, darshan jariwala, sushmita mukherjee, meghna naidu, anand kumar, claudia ciesla",india,tv-ma,"comedies, international movies",2016,27,8,2021,4
movie,kyaa super kool hain hum,sachin yardi,"tusshar kapoor, riteish deshmukh, anupam kher, rohit shetty, neha sharma, chunky pandey, sarah-jane dias, razak khan, kavin dave",india,tv-ma,"comedies, international movies",2012,27,8,2021,4
movie,kyo kii... main jhuth nahin bolta,david dhawan,"govinda, sushmita sen, rambha, anupam kher, satish kaushik, sharad kapoor, kiran kumar, mohnish bahl",india,tv-14,"comedies, international movies, sci-fi & fantasy",2001,27,8,2021,4
movie,"lsd: love, sex aur dhokha",dibakar banerjee,"nushrat bharucha, anshuman jha, neha chauhan, rajkummar rao, arya banerjee, amit sial, herry tangri",india,tv-ma,"dramas, independent movies, international movies",2010,27,8,2021,4
movie,mission istaanbul: darr ke aagey jeet hai,apoorva lakhia,"vivek oberoi, zayed khan, shriya saran, nikitin dheer, shabbir ahluwalia, sunil shetty, shweta bhardwaj",india,tv-14,"action & adventure, international movies, music & musicals",2008,27,8,2021,4
movie,once upon a time in mumbaai,milan luthria,"ajay devgn, emraan hashmi, kangana ranaut, prachi desai, randeep hooda, naved aslam, asif basra, avtar gill",india,tv-14,"dramas, international movies, music & musicals",2010,27,8,2021,4
movie,once upon a time in mumbai dobaara!,milan luthria,"akshay kumar, imran khan, sonakshi sinha, sonali bendre, sarfaraz khan, mahesh manjrekar, abhimanyu singh, kurush deboo, pitobash, chetan hansraj",india,tv-14,"dramas, international movies, music & musicals",2013,27,8,2021,4
movie,ragini mms,pawan kripalani,"kainaz motivala, rajkummar rao, rajat kaul, janice, shernaza, mangala ahire, vinod rawat",india,tv-ma,"horror movies, international movies",2011,27,8,2021,4
movie,ragini mms 2,bhushan patel,"sunny leone, saahil prem, parvin dabas, sandhya mridul, divya dutta, soniya mehra, kainaz motivala, karan mehra",india,tv-ma,"horror movies, international movies",2014,27,8,2021,4
movie,shootout at lokhandwala,apoorva lakhia,"amitabh bachchan, sanjay dutt, sunil shetty, arbaaz khan, abhishek bachchan, vivek oberoi, tusshar kapoor, rohit roy, shabbir ahluwalia, dia mirza, amrita singh, neha dhupia",india,tv-ma,"action & adventure, dramas, international movies",2007,27,8,2021,4
movie,shor in the city,"raj nidimoru, krishna d.k.","sendhil ramamurthy, tusshar kapoor, nikhil dwivedi, preeti desai, sundeep kishan, radhika apte, pitobash, girija oak, alok chaturvedi, sudhir chowdhary",india,tv-14,"comedies, dramas, independent movies",2011,27,8,2021,4
movie,the dirty picture,milan luthria,"vidya balan, emraan hashmi, tusshar kapoor, naseeruddin shah, rajesh sharma, imran hasnee, anju mahendru",india,tv-14,"comedies, dramas, international movies",2011,27,8,2021,4
movie,really love,angel kristi williams,"kofi siriboe, yootha wong-loi-sing, michael ealy, uzo aduba",united states,tv-ma,"dramas, independent movies, romantic movies",2020,25,8,2021,4
movie,the november man,roger donaldson,"pierce brosnan, luke bracey, olga kurylenko, eliza taylor, caterina scorsone, bill smitrovich, will patton, amila terzimehic, lazar ristovski, mediha musliovic","united states, united kingdom",r,action & adventure,2014,25,8,2021,4
movie,the old ways,christopher alender,"brigitte kali canales, andrea cortes, julia vera, sal lopez",united states,tv-ma,horror movies,2020,25,8,2021,4
movie,the water man,david oyelowo,"david oyelowo, rosario dawson, lonnie chavis, amiah miller, alfred molina, maria bello",united states,pg,"children & family movies, dramas",2021,25,8,2021,4
movie,count me in,mark lo,count me in,united kingdom,tv-ma,"documentaries, music & musicals",2021,24,8,2021,4
movie,sweet girl,brian andrew mendoza,"jason momoa, isabela merced, manuel garcia-rulfo, amy brenneman, adria arjona, raza jaffrey, justin bartha, lex scott davis, michael raymond-james",united states,r,"action & adventure, dramas",2021,20,8,2021,3
movie,like crazy,drake doremus,"anton yelchin, felicity jones, jennifer lawrence, charlie bewley, alex kingston, oliver muirhead, finola hughes, chris messina, ben york jones, jamie thomas king",united states,pg-13,"dramas, independent movies, romantic movies",2011,19,8,2021,3
movie,bombay,mani ratnam,"arvind swamy, manisha koirala, nasser, raja krishnamoorthy",india,tv-14,"dramas, international movies, romantic movies",1995,18,8,2021,1
tv show,go! go! cory carson,stanley moorealex woo,"alan c. lim, paul killam, maisie benson, kerry gudjohnsen, smith foreman, neena-sinaii simpo, eli morse, adelaide hirasaki, jim capobianco, anna chambers, pfifer chastain",united states,tv-y,kids' tv,2021,18,8,2021,3
movie,pahuna,paakhi tyrewala,"anmol limbu, ishika gurung, manju chettri, banita lagun, binod pradhan, mahindra bajgai, rupa tamang, saran rai","india, nepal",tv-pg,"comedies, dramas, international movies",2018,18,8,2021,3
movie,walk of shame,steve brill,"elizabeth banks, james marsden, gillian jacobs, sarah wright, ethan suplee, bill burr, ken davitian, lawrence gilliard jr., alphonso mcauley, da'vone mcdonald, john marsden, willie garson, oliver hudson, p.j. byrne",united states,r,"comedies, independent movies",2014,16,8,2021,3
movie,the piano,jane campion,"holly hunter, harvey keitel, sam neill, anna paquin, kerry walker, genevieve lemon, tungia baker, ian mune","new zealand, australia, france, united states",r,"classic movies, dramas, independent movies",1993,15,8,2021,1
tv show,winx club,iginio straffi,"liza jacqueline, helena evangeliou, lisa ortiz, kerry williams, gregory abbey, dan green, michael sinterniklaas, suzy myers, christina rodriguez, dani schaffel, sebastian arcelus, rachael lillis",italy,tv-y7,kids' tv,2015,15,8,2021,3
movie,beckett,ferdinando cito filomarino,"john david washington, boyd holbrook, alicia vikander, vicky krieps, lena kitsopoulou, panos koronis, maria votti","italy, brazil, greece",tv-ma,action & adventure,2021,13,8,2021,3
tv show,brand new cherry flavor,"nick antosca
lenore zion","rosa salazar, eric lange, catherine keener, jeff ward, manny jacinto, hannah levien, patrick fischler",united states,tv-ma,"tv dramas, tv horror, tv mysteries",2021,13,8,2021,3
tv show,gone for good,juan carlos medina,"finnegan oldfield, nicolas duvauchelle, guillaume gouix, garance marillier, nailia harzoune",france,tv-ma,"crime tv shows, international tv shows, tv dramas",2021,13,8,2021,3
tv show,grace and frankie,"marta kauffman
howard j. morris","jane fonda, lily tomlin, martin sheen, sam waterston, june diane raphael, brooklyn decker, ethan embry, baron vaughn",united states,tv-ma,"tv comedies, tv dramas",2021,13,8,2021,3
tv show,valeria,inma torrente,"diana gómez, silma lópez, paula malia, teresa riott, maxi iglesias, ibrahim al shami",spain,tv-ma,"international tv shows, romantic tv shows, spanish-language tv shows",2021,13,8,2021,3
tv show,alrawabi school for girls,tima shomali,"andria tayeh, rakeen sa'ad, noor taher, yara mustafa, joanna arida, salsabiela, nadera emran, reem saadeh",jordan,tv-14,"international tv shows, tv dramas, teen tv shows",2021,12,8,2021,3
movie,lokillo: nothing's the same,julián gaviria,lokillo florez,colombia,tv-ma,stand-up comedy,2021,12,8,2021,3
movie,monster hunter: legends of the guild,steven yamamoto,"ben rausch, erica lindbeck, dante basco, brando eaton, stephen kramer glickman, caroline caliston, g.k. bowes, dan mccoy","united states, japan",tv-pg,"action & adventure, anime features, children & family movies",2021,12,8,2021,3
movie,brother jekwu,charles uwagbai,"mike ezuruonye, juliet ochienge, angela okorie, huddah monroe, catherine kamau, naomi mburu, derrick aduwo, chris kamau, abubakar salum, celebrity landlord",nigeria,tv-14,"comedies, international movies",2016,11,8,2021,3
movie,la diosa del asfalto,julián hernández,"ximena romo, mabel cadena, alejandra herrera, nelly gonzález, samantha orozco, axel arenas, esteban caicedo, paulina goto, raquel robles, baby bátiz, pascacio lópez, juán carlos torres, javier oliván, claudia lobo, giovanna zacarías",mexico,tv-ma,"dramas, independent movies, international movies",2020,11,8,2021,3
movie,misha and the wolves,sam hobkinson,misha and the wolves,"belgium, united kingdom",pg-13,"documentaries, international movies",2021,11,8,2021,3
movie,the kissing booth 3,vince marcello,"joey king, joel courtney, jacob elordi, molly ringwald, taylor zakhar perez, maisie richardson-sellers, meganne young, stephen jennings","united kingdom, united states",tv-14,"comedies, romantic movies",2021,11,8,2021,3
movie,the railway man,jonathan teplitzky,"colin firth, nicole kidman, jeremy irvine, stellan skarsgård, sam reid, hiroyuki sanada, michael mackenzie, tom stokes","switzerland, united kingdom, australia",r,"dramas, international movies",2013,11,8,2021,3
tv show,gabby's dollhouse,traci paige johnsonjennifer twomey,"laila lockhart kraner, tucker chandler, juliet donenfeld, maggi lowe, donovan patton, eduardo franco, tara strong, secunda wood, carla tassara, sainty nelsen",united states,tv-y,kids' tv,2021,10,8,2021,3
tv show,las muñecas de la mafia,"andrés lópez
juan camilo ferrand","amparo grisales, fernando solórzano, angelica blandon, katherine escobar, yuly ferreira, alejandra sandoval, andrea gómez, andrea guzmán, diego vásquez, julián román, juan pablo franco",colombia,tv-ma,"crime tv shows, international tv shows, spanish-language tv shows",2018,10,8,2021,3
tv show,the crowned clown,kim hee-won,"yeo jin-goo, lee se-young, kim sang-kyung, jung hye-young, jang kwang, kwon hae-hyo, jang yeong-nam, lee kyu-han",south korea,tv-14,"international tv shows, romantic tv shows, tv dramas",2019,10,8,2021,3
movie,untold: malice at the palace,floyd russ,untold: malice at the palace,united states,tv-ma,"documentaries, sports movies",2021,10,8,2021,3
movie,quartet,dustin hoffman,"maggie smith, tom courtenay, billy connolly, pauline collins, michael gambon, andrew sachs, sheridan smith, david ryall, trevor peacock, gwyneth jones",united kingdom,pg-13,"comedies, dramas, independent movies",2012,8,8,2021,2
movie,slay,adze ugah,"enhle mbali, ramsey nouah, dawn thandeka kang, idris sultan, tumi morake, trevor gumbi, lillian dube, kaly bossy asante, shaleen surtie, fabian lojege",south africa,tv-ma,"comedies, international movies, romantic movies",2021,8,8,2021,2
movie,the paper tigers,quoc bao tran,"alain uy, ron yuan, mykel shannon jenkins, jae suh park, matthew page, joziah lagonoy, raymond ma",united states,pg-13,"action & adventure, comedies",2021,7,8,2021,2
tv show,navarasa,"bejoy nambiar, priyadarshan, karthik narain, vasanth sai, karthik subbaraj, arvind swamy, rathindran r prasad, sarjun, gautham vasudev menon","suriya, vijay sethupathi, revathy, prakash raj, siddarth, parvathy, delhi ganesh, gautham vasudev menon, anjali, yogi babu, aditi balan, remya nambeesan, poorna, prayaga martin, rythvika suriya, arvind swamy, prasanna, atharva, bobby simha, ashok selvan, nedumudi venu, kishore",india,tv-ma,tv shows,2021,6,8,2021,2
movie,quam's money,kayode kasum,"falz, nse ikpe-etim, williams uchemba, toni tones, michelle dede, karibi fubara, buchi ojei, jemima osunde, blossom chukwujekwu, gbubemi ejeye, badmus olakunle",nigeria,tv-ma,"comedies, dramas, international movies",2020,6,8,2021,2
movie,the swarm,just philippot,"suliane brahim, sofian khammes, marie narbonne, raphaël romand, stéphan castang, victor bonnel, christian bouillette, renan prévot, vincent deniard",france,tv-14,"horror movies, independent movies, international movies",2021,6,8,2021,2
movie,vivo,"kirk demicco, brandon jeffords","lin-manuel miranda, ynairaly simo, zoe saldana, juan de marcos, brian tyree henry, gloria estefan, michael rooker, nicole byer","canada, united states",pg,"children & family movies, music & musicals",2021,6,8,2021,2
movie,chennai express,rohit shetty,"shah rukh khan, deepika padukone, nikitin dheer, satyaraj, kamini kaushal, lekh tandon, mukesh tiwari",india,tv-14,"action & adventure, comedies, international movies",2013,5,8,2021,2
movie,city of god: 10 years later,"cavi borges, luciano vidigal",city of god: 10 years later,brazil,tv-ma,"documentaries, international movies",2013,5,8,2021,2
movie,esperando la carroza,alejandro doria,"luis brandoni, china zorrilla, antonio gasalla, julio de grazia, betiana blum, monica villa, juan manuel tenuta, andrea tenuta, cecilia rossetto, enrique pinti",argentina,tv-ma,"comedies, cult movies, international movies",1985,5,8,2021,0
movie,lady boss: the jackie collins story,laura fairrie,jackie collins,united kingdom,tv-14,documentaries,2021,5,8,2021,2
movie,tango feroz,marcelo piñeyro,"fernán mirás, cecilia dopazo, imanol arias, héctor alterio, leonardo sbaraglia, federico d'elía, david masajnik, cristina banegas, ernesto alterio, antonio birabent","argentina, spain",tv-ma,"classic movies, dramas, international movies",1993,5,8,2021,1
movie,'76,izu ojukwu,"ramsey nouah, rita dominic, chidi mokeme, ibinabo fiberesima, daniel k. daniel, memry savanhu, adonijah owiriwa, pat nebo, nelly ekwereogu, shuaibu ebenesi adams, debo oguns, ben nwosu, ada ofoegbu",nigeria,tv-pg,"dramas, international movies",2016,4,8,2021,2
movie,aftermath,peter winther,"ashley greene, shawn ashmore, sharif atkins, britt baron, diana hopper, ross mccall, jamie kaler, travis coles, susan walters, jason liles",united states,tv-ma,horror movies,2021,4,8,2021,2
movie,american masters: inventing david geffen,susan lacy,david geffen,united states,tv-ma,movies,2012,4,8,2021,2
tv show,cocaine cowboys: the kings of miami,billy corben,cocaine cowboys: the kings of miami,united states,tv-ma,"crime tv shows, docuseries",2021,4,8,2021,2
